simplified,vietnamese,pinyin,english,hsk_level
关键,,guān jiàn,crucial point; crux; key; crucial; pivotal,5
关上,,guān shàng,"to close (a door); to turn off (light, electrical equipment etc)",5
关系,,guān xi,relation; relationship; to concern; to affect; to have to do with; guanxi,5
关心,,guān xīn,to be concerned about; to care about,5
关于,,guān yú,pertaining to; concerning; with regard to; about; a matter of,5
关注,,guān zhù,to pay attention to; to follow sth closely; to follow (on social media); concern; interest; attention,5
观察,,guān chá,to observe; to watch; to survey,5
观点,,guān diǎn,point of view; viewpoint; standpoint,5
观看,,guān kàn,to watch; to view,5
观念,,guān niàn,notion; thought; concept; sense; views; ideology; general impressions,5
观众,,guān zhòng,spectators; audience; visitors (to an exhibition etc),5
官,,Guān,surname Guan,5
官方,,guān fāng,government; official (approved or issued by an authority),5
冠军,,guàn jūn,champion,5
管,,guǎn,variant of 管,5
管理,,guǎn lǐ,to supervise; to manage; to administer; management; administration,5
光,,guāng,light; ray; bright; shiny; only; merely; used up; finished; to leave (a part of the body) uncovered,5
光临,,guāng lín,(formal) to honor with one's presence; to attend,5
光明,,guāng míng,light; radiance; (fig.) bright (prospects etc); openhearted,5
光盘,,guāng pán,compact disc (CD); DVD; CD-ROM,5
光荣,,guāng róng,honor and glory; glorious,5
光线,,guāng xiàn,light ray; light; illumination; lighting (for a photograph),5
广,,yǎn,"""house on a cliff"" radical in Chinese characters (Kangxi radical 53), occurring in 店, 序, 底 etc",5
广播,,guǎng bō,broadcast; broadcasting; to broadcast; (formal) to propagate; to publicize,5
广场,,guǎng chǎng,public square; plaza,5
广大,,guǎng dà,(of an area) vast or extensive; large-scale; widespread; (of people) numerous,5
广泛,,guǎng fàn,extensive; wide range,5
广告,,guǎng gào,to advertise; a commercial; advertisement,5
逛,,guàng,to stroll; to visit,5
归,,Guī,surname Gui,5
规定,,guī dìng,to stipulate; to specify; to prescribe; to fix (a price); to set (a quota); regulations; rules; provisions; stipulations,5
规范,,guī fàn,norm; standard; specification; regulation; rule; within the rules; to fix rules; to regulate; to specify,5
规划,,guī huà,to draw up a plan; to map out a program; a plan; a program,5
规律,,guī lu:4,rule (e.g. of science); law of behavior; regular pattern; rhythm; discipline,5
规模,,guī mó,scale; scope; extent,5
规则,,guī zé,rule; regulation; rules and regulations,5
鬼,,guǐ,disembodied spirit; ghost; devil; (suffix) person with a certain vice or addiction etc; sly; crafty; resourceful (variant of 诡); one of the 28 constellations of ancient Chinese astronomy,5
柜子,,guì zi,cupboard; cabinet,5
贵,,guì,expensive; noble; precious; (honorific) your,5
滚,,gǔn,to boil; to roll; to take a hike; Get lost!,5
锅,,guō,pot; pan; wok; cauldron; pot-shaped thing,5
国,,Guó,surname Guo,5
国籍,,guó jí,nationality,5
国际,,guó jì,international,5
国家,,guó jiā,country; nation; state,5
国民,,guó mín,nationals; citizens; people of a nation,5
国内,,guó nèi,domestic; internal (to a country); civil,5
国庆,,Guó qìng,National Day,5
国外,,guó wài,abroad; external (affairs); overseas; foreign,5
果然,,guǒ rán,really; sure enough; as expected; if indeed,5
果实,,guǒ shí,fruit (produced by a plant); (fig.) fruits (of success etc); results; gains,5
果汁,,guǒ zhī,fruit juice,5
过,,Guō,surname Guo,5
过程,,guò chéng,course of events; process,5
过度,,guò dù,excessive; over-; excess; going too far; extravagant; intemperate; overdue,5
过分,,guò fèn,excessive; undue; overly,5
过来,,guò lái,to come over; to manage; to handle; to be able to take care of,5
过敏,,guò mǐn,oversensitive; allergic; allergy,5
过年,,guò nián,to celebrate the Chinese New Year,5
过去,,guò qù,(in the) past; former; previous; to go over; to pass by,5
过于,,guò yú,too much; excessively,5
哈哈,,hā hā,(onom.) laughing out loud,5
咳,,hāi,"sound of sighing; (interjection expressing surprise, sorrow, regret, disappointment etc) oh; damn; wow",5
还,,Huán,surname Huan,5
还是,,hái shi,still (as before); had better; unexpectedly; or,5
还有,,hái yǒu,furthermore; in addition; still; also,5
孩子,,hái zi,child,5
海,,Hǎi,surname Hai,5
海边,,hǎi biān,coast; seaside; seashore; beach,5
海关,,hǎi guān,customs (i.e. border crossing inspection),5
海水,,hǎi shuǐ,seawater,5
海鲜,,hǎi xiān,seafood,5
害,,hài,to do harm to; to cause trouble to; harm; evil; calamity,5
害怕,,hài pà,to be afraid; to be scared,5
含,,hán,to keep in the mouth; to contain,5
含量,,hán liàng,content; quantity contained,5
含义,,hán yì,meaning (implicit in a phrase); implied meaning; hidden meaning; hint; connotation,5
含有,,hán yǒu,to contain; including,5
寒假,,hán jià,winter vacation,5
寒冷,,hán lěng,cold (climate); frigid; very cold,5
喊,,hǎn,to yell; to shout; to call out for (a person),5
汉语,,Hàn yǔ,Chinese language,5
汉字,,hàn zì,Chinese character; Japanese: kanji; Korean: hanja; Vietnamese: hán tự,5
汗,,hán,"see 汗, 汗国",5
航班,,háng bān,(scheduled) flight; (scheduled) sailing,5
航空,,háng kōng,aviation,5
毫米,,háo mǐ,millimeter,5
毫升,,háo shēng,milliliter,5
好,,hǎo,good; appropriate; proper; all right!; (before a verb) easy to; (before a verb) good to; (before an adjective for exclamatory effect) so; (verb complement indicating completion); (of two people) close; on intimate terms; (after a personal pronoun) hello,5
好吃,,hǎo chī,tasty; delicious,5
好处,,hǎo chǔ,easy to get along with,5
好多,,hǎo duō,many; quite a lot; much better,5
好好,,hǎo hǎo,well; carefully; nicely; properly,5
好久,,hǎo jiǔ,quite a while,5
好看,,hǎo kàn,"good-looking; nice-looking; good (of a movie, book, TV show etc); embarrassed; humiliated",5
好奇,,hào qí,inquisitive; curious; inquisitiveness; curiosity,5
好人,,hǎo rén,"good person; healthy person; person who tries not to offend anyone, even at the expense of principle",5
好事,,hǎo shì,"good action, deed, thing or work (also sarcastic, ""a fine thing indeed""); charity; happy occasion; Daoist or Buddhist ceremony for the souls of the dead",5
好听,,hǎo tīng,pleasant to hear,5
好玩儿,,hǎo wán r,erhua variant of 玩,5
好像,,hǎo xiàng,as if; to seem like,5
好友,,hǎo yǒu,close friend; pal; (social networking website) friend,5
好运,,hǎo yùn,good luck,5
号,,háo,roar; cry,5
号码,,hào mǎ,number,5
号召,,hào zhào,to call; to appeal,5
喝,,hē,to drink; variant of 嗬,5
合,,gě,"100 ml; one-tenth of a peck; measure for dry grain equal to one-tenth of sheng 升 or liter, or one-hundredth dou 斗",5
合并,,hé bìng,variant of 合并,5
合成,,hé chéng,to compose; to constitute; compound; synthesis; mixture; synthetic,5
合法,,hé fǎ,lawful; legitimate; legal,5
合格,,hé gé,to meet the standard required; qualified; eligible (voter etc),5
合理,,hé lǐ,rational; reasonable; sensible; fair,5
合适,,hé shì,suitable; fitting; appropriate,5
合同,,hé tong,(business) contract,5
合作,,hé zuò,to cooperate; to collaborate; to work together; cooperation,5
和,,hé,old variant of 和,5
和平,,Hé píng,"Heping District of Shenyang city 沈阳市, Liaoning; Heping or Hoping Township in Taichung County 台中县, Taiwan",5
河,,hé,river,5
盒,,hé,small box; case,5
盒饭,,hé fàn,meal in a partitioned box,5
盒子,,hé zi,box; case,5
贺卡,,hè kǎ,greeting card; congratulation card,5
黑,,Hēi,abbr. for Heilongjiang province 黑龙江,5
黑暗,,hēi àn,dark; darkly; darkness,5
黑板,,hēi bǎn,blackboard,5
黑色,,hēi sè,black,5
很,,hěn,(adverb of degree); quite; very; awfully,5
恨,,hèn,to hate; to regret,5
红,,Hóng,surname Hong,5
红包,,hóng bāo,money wrapped in red as a gift; bonus payment; kickback; bribe,5
红茶,,hóng chá,black tea,5
红酒,,hóng jiǔ,red wine,5
红色,,hóng sè,red (color); revolutionary,5
猴,,hóu,monkey,5
后,,Hòu,surname Hou,5
后边,,hòu bian,the back; the rear; the last bit; behind; near the end; at the back; later; afterwards,5
后果,,hòu guǒ,consequences; aftermath,5
后悔,,hòu huǐ,to regret; to feel remorse,5
后来,,hòu lái,afterwards; later; newly arrived,5
后面,,hòu mian,the back; the rear; the last bit; behind; near the end; at the back; later; afterwards,5
后年,,hòu nián,the year after next,5
后天,,hòu tiān,"the day after tomorrow; life after birth (the period in which one develops through experiences, contrasted with 天); acquired (not innate or congenital); a posteriori",5
后头,,hòu tou,behind; the back; the rear; later; afterwards; (in) the future,5
厚,,hòu,thick; deep or profound; kind; generous; rich or strong in flavor; to favor; to stress,5
呼吸,,hū xī,to breathe,5
忽然,,hū rán,suddenly; all of a sudden,5
忽视,,hū shì,to neglect; to overlook; to disregard; to ignore,5
胡同儿,,hútòngr5,Alley,5
胡子,,hú zi,beard; mustache or whiskers; facial hair; (coll.) bandit,5
湖,,hú,lake,5
虎,,hǔ,tiger,5
互联网,,Hù lián wǎng,Internet,5
互相,,hù xiāng,each other; mutually; mutual,5
户,,hù,a household; door; family,5
护士,,hù shi,nurse,5
护照,,hù zhào,passport,5
花,,Huā,surname Hua,5
花园,,huā yuán,garden,5
华人,,Huá rén,ethnic Chinese person or people,5
华语,,Huá yǔ,Chinese language,5
滑,,Huá,surname Hua,5
化,,huā,variant of 花,5
化石,,huà shí,fossil,5
划,,huá,to row; to paddle; profitable; worth (the effort); it pays (to do sth),5
划船,,huá chuán,to row a boat; rowing boat; rowing (sport),5
划分,,huà fēn,to divide up; to partition; to differentiate,5
画,,huà,to draw; to paint; picture; painting; to draw (a line) (variant of 划); stroke of a Chinese character (variant of 划); (calligraphy) horizontal stroke (variant of 划),5
画儿,,huà r,picture; drawing; painting,5
画家,,huà jiā,painter,5
画面,,huà miàn,scene; tableau; picture; image; screen (displayed by a computer); (motion picture) frame; field of view,5
话,,huà,dialect; language; spoken words; speech; talk; words; conversation; what sb said,5
话剧,,huà jù,stage play; modern drama,5
话题,,huà tí,subject (of a talk or conversation); topic,5
怀念,,huái niàn,to cherish the memory of; to think of; to reminisce,5
怀疑,,huái yí,to doubt (sth); to be skeptical of; to have one's doubts; to harbor suspicions; to suspect that,5
坏,,huài,bad; spoiled; broken; to break down; (suffix) to the utmost,5
坏处,,huài chu,harm; troubles,5
坏人,,huài rén,bad person; villain,5
环,,Huán,surname Huan,5
环保,,huán bǎo,environmental protection; environmentally friendly; abbr. for 环境保护,5
环节,,huán jié,"(zoology) segment (of the body of a worm, centipede etc); (fig.) a part of an integrated whole: aspect (of a project), element (of a policy), sector (of the economy), stage (of a process) etc",5
环境,,huán jìng,environment; circumstances; surroundings; ambient,5
缓解,,huǎn jiě,to bring relief; to alleviate (a crisis); to dull (a pain),5
换,,huàn,to exchange; to change (clothes etc); to substitute; to switch; to convert (currency),5
欢乐,,huān lè,gaiety; gladness; glee; merriment; pleasure; happy; joyous; gay,5
欢迎,,huān yíng,to welcome; welcome,5
慌,,huāng,to get panicky; to lose one's head; (coll.) (after 得) unbearably; terribly,5
慌忙,,huāng máng,in a great rush; in a flurry,5
黄,,Huáng,surname Huang or Hwang,5
黄瓜,,huáng guā,cucumber,5
黄金,,huáng jīn,gold; golden (opportunity); prime (time),5
黄色,,huáng sè,yellow (color); pornographic,5
灰色,,huī sè,gray; ash gray; grizzly; pessimistic; gloomy; dispirited; ambiguous,5
恢复,,huī fù,to reinstate; to resume; to restore; to recover; to regain; to rehabilitate,5
回,,huí,to circle; to go back; to turn around; to answer; to return; to revolve; Hui ethnic group (Chinese Muslims); time; classifier for acts of a play; section or chapter (of a classic book),5
回报,,huí bào,(in) return; reciprocation; payback; retaliation; to report back; to reciprocate,5
回避,,huí bì,variant of 回避,5
回答,,huí dá,to reply; to answer; reply; answer,5
回到,,huí dào,to return to,5
回复,,huí fù,to reply; to recover; to return (to a previous condition); Re: in reply to (email),5
回顾,,huí gù,to look back; to review,5
回国,,huí guó,to return to one's home country,5
回家,,huí jiā,to return home,5
回来,,huí lai,to return; to come back,5
回去,,huí qu,to return; to go back,5
回收,,huí shōu,to recycle; to reclaim; to retrieve; to recover; to recall (a defective product),5
回头,,huí tóu,to turn round; to turn one's head; later; by and by,5
回信,,huí xìn,to reply; to write back; letter written in reply,5
回忆,,huí yì,to recall; memories,5
汇,,huì,to remit; to converge (of rivers); to exchange,5
汇报,,huì bào,to report; to give an account of; to collect information and report back,5
汇款,,huì kuǎn,to remit money; remittance,5
汇率,,huì lu:4,exchange rate,5
会,,huì,can; to have the skill; to know how to; to be likely to; to be sure to; to meet; to get together; meeting; gathering; (suffix) union; group; association; (bound form) a moment (Taiwan pr. [huǐ]),5
会计,,kuài jì,accountant; accountancy; accounting,5
会谈,,huì tán,talks; discussions,5
会议,,huì yì,meeting; conference,5
会员,,huì yuán,member,5
婚礼,,hūn lǐ,wedding ceremony; wedding,5
活,,huó,to live; alive; living; work; workmanship,5
活动,,huó dòng,to exercise; to move about; to operate; to use connections (personal influence); loose; shaky; active; movable; activity; campaign; maneuver; behavior,5
活力,,huó lì,energy; vitality; vigor; vital force,5
活泼,,huó po,lively; vivacious; brisk; active; (chemistry) reactive,5
火,,Huǒ,surname Huo,5
